time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	std_px_est	std_py_est	std_v_est	std_yaw_est	std_yaw_rate_est	RMSE_acc_px	RMSE_acc_py	RMSE_acc_vx	RMSE_acc_vy
1477010445200000	11.865	1.73579	5.04364	0.256545	0.148699	lidar	0.396465	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366	0.0575917	0.0789791	0.135072	0.0361586	0.0564299	0.0617448	0.100701	0.996331	0.550218
1477010445250000	12.1213	1.81945	5.09897	0.269314	0.153145	radar	1.52634	12.136	2.14937	12.0647	1.95639	4.77598	1.73273	0.0585684	0.0842688	0.129386	0.0377206	0.0573606	0.0616372	0.101626	0.985655	0.547021
1477010445300000	12.3622	1.86032	5.08478	0.267292	0.144333	lidar	0.434776	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265	0.0576485	0.0786248	0.135141	0.0358573	0.0563618	0.0615894	0.104079	0.975389	0.545308
1477010445350000	12.6175	1.92178	5.1301	0.270763	0.140433	radar	0.898557	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338	0.0586444	0.0840684	0.129482	0.0374871	0.0573346	0.0619781	0.107562	0.965749	0.544427
1477010445400000	12.8202	2.04723	5.09227	0.300983	0.161925	lidar	3.79701	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485	0.0577034	0.0784799	0.135205	0.0356981	0.0563824	0.0616913	0.109692	0.956209	0.542417
1477010445450000	13.0874	2.14821	5.18219	0.314685	0.166134	radar	3.63468	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701	0.058718	0.0839984	0.129677	0.0373672	0.0573643	0.0621094	0.111636	0.947457	0.540134
1477010445500000	13.2929	2.2834	5.15048	0.345274	0.186813	lidar	3.2212	13.0875	2.40708	13.2388	2.43409	4.605	2.08981	0.0577892	0.0784168	0.135349	0.0356213	0.0564285	0.061962	0.112532	0.938732	0.53701
1477010445550000	13.4784	2.40594	5.02772	0.37336	0.205822	radar	11.7741	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	0.0588344	0.0840724	0.130021	0.0373084	0.0573968	0.0613799	0.112995	0.9298	0.533778
1477010445600000	13.7273	2.53013	5.06005	0.393146	0.214447	lidar	1.12941	13.836	2.62479	13.6955	2.65053	4.52448	2.23703	0.0578931	0.0782472	0.135609	0.0356111	0.0564821	0.060955	0.113139	0.921216	0.530307
1477010445650000	13.9494	2.63275	5.03264	0.407031	0.217845	radar	0.358378	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	0.058963	0.0838351	0.130522	0.0373105	0.057433	0.060513	0.113507	0.912845	0.527164
1477010445700000	14.1791	2.78927	5.05741	0.437201	0.235565	lidar	1.45881	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601	0.0580075	0.078068	0.135987	0.0356525	0.0565337	0.0601482	0.113161	0.90472	0.52339
1477010445750000	14.4286	2.89638	5.12321	0.444657	0.230193	radar	1.2052	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099	0.0591139	0.0837195	0.131148	0.0373548	0.0574603	0.0602187	0.113048	0.897157	0.519834
1477010445800000	14.6321	2.98597	5.07893	0.451694	0.226272	lidar	1.84684	14.4616	2.90734	14.583	3.12802	4.34097	2.5362	0.0581582	0.0780447	0.136455	0.0356972	0.0565519	0.0600409	0.11362	0.889767	0.516987
1477010445850000	14.8657	3.12838	5.13261	0.471417	0.23306	radar	4.19045	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157	0.0593098	0.0838374	0.13164	0.0374318	0.0574949	0.0601646	0.113891	0.882844	0.513833
1477010445900000	15.0758	3.31879	5.15147	0.50976	0.257742	lidar	2.32447	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703	0.0583269	0.0781087	0.136808	0.0357521	0.0565643	0.0602237	0.113295	0.875979	0.509959
1477010445950000	15.2915	3.46913	5.12511	0.533022	0.26855	radar	3.107	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249	0.059532	0.0840077	0.132451	0.0374352	0.0574331	0.0603749	0.112583	0.869163	0.506104
1477010446000000	15.5059	3.66241	5.1566	0.567685	0.288099	lidar	1.70598	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789	0.0585391	0.0781391	0.137406	0.0357347	0.0564952	0.0606484	0.111658	0.862478	0.502008
1477010446050000	15.7187	3.79042	5.13733	0.57898	0.285601	radar	0.720261	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315	0.0597972	0.084044	0.133524	0.0373622	0.0572946	0.0610774	0.11078	0.856007	0.498112
1477010446100000	15.9371	3.94951	5.15417	0.598182	0.290071	lidar	0.237103	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817	0.0587733	0.0781178	0.138202	0.0356519	0.0563677	0.0618776	0.109902	0.849786	0.494261
1477010446150000	16.1368	4.10034	5.09577	0.618735	0.297985	radar	2.05782	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629	0.0600912	0.0840783	0.134497	0.0372777	0.0571645	0.0626647	0.109044	0.843524	0.490568
1477010446200000	16.3342	4.30292	5.12464	0.652103	0.314928	lidar	1.23537	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723	0.0590116	0.0780548	0.138907	0.0355667	0.0562552	0.0634637	0.108312	0.837363	0.486791
1477010446250000	16.5455	4.46097	5.1368	0.666633	0.313675	radar	0.521769	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109	0.0603795	0.0839629	0.135687	0.0371359	0.0569879	0.064729	0.107593	0.831467	0.483108
1477010446300000	16.7218	4.64076	5.12547	0.692441	0.323093	lidar	0.81984	16.6039	4.67344	16.613	4.5849	3.74	3.28438	0.0592804	0.0779415	0.139781	0.035434	0.0561082	0.0656047	0.107005	0.825618	0.479492
1477010446350000	16.8828	4.81456	5.01071	0.723361	0.34176	radar	5.39759	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704	0.0607119	0.0838584	0.136877	0.0369704	0.0568071	0.0659211	0.106494	0.819594	0.475978
1477010446400000	17.0483	5.0463	5.0429	0.763813	0.363113	lidar	1.84923	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897	0.0595322	0.0776959	0.140649	0.0353049	0.0559765	0.0659562	0.106795	0.813654	0.47257
1477010446450000	17.2205	5.20817	4.99775	0.781228	0.364165	radar	1.61506	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008	0.0609984	0.0834427	0.138488	0.0367414	0.0565664	0.0659098	0.106902	0.80783	0.469188
1477010446500000	17.3771	5.4033	4.99422	0.808308	0.372332	lidar	0.486893	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028	0.0597924	0.0773362	0.141856	0.0351361	0.0558066	0.0656638	0.107303	0.802121	0.465898
1477010446550000	17.5355	5.56508	4.93322	0.826014	0.373778	radar	3.12205	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949	0.0613161	0.0830343	0.140029	0.0365388	0.0563649	0.0653261	0.107395	0.796534	0.462653
1477010446600000	17.7196	5.71186	4.91701	0.830513	0.360883	lidar	0.723248	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762	0.0600419	0.0769753	0.143001	0.0349958	0.0556708	0.0651588	0.107035	0.791073	0.459563
1477010446650000	17.8676	5.89815	4.86388	0.856507	0.37116	radar	1.48893	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458	0.0616247	0.0826529	0.141178	0.0364302	0.0562671	0.0648666	0.106676	0.78571	0.456594
1477010446700000	18.0375	6.10144	4.89406	0.877434	0.373173	lidar	0.66269	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027	0.0602728	0.0766541	0.143833	0.03494	0.0556196	0.0646948	0.106457	0.780459	0.453626
1477010446750000	18.1894	6.30208	4.89703	0.900307	0.377465	radar	0.859835	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462	0.0619127	0.0822847	0.142479	0.03631	0.0561413	0.0645149	0.106322	0.775314	0.450698
1477010446800000	18.312	6.54391	4.92339	0.938584	0.395001	lidar	1.39032	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753	0.0605566	0.076373	0.144788	0.0348589	0.0555336	0.064149	0.106837	0.770265	0.447762
1477010446850000	18.4469	6.74962	4.90565	0.96362	0.401315	radar	0.486231	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289	0.0622623	0.0819556	0.144144	0.0360981	0.0559131	0.0637566	0.107435	0.76532	0.444883
1477010446900000	18.5867	6.90492	4.85493	0.970895	0.389941	lidar	1.32107	18.5422	6.76013	18.572	6.80638	2.7356	4.08867	0.0608903	0.0760619	0.146033	0.0346895	0.0553587	0.0633733	0.107327	0.760461	0.442153
1477010446950000	18.7346	7.11056	4.88871	0.986241	0.384418	radar	0.495927	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672	0.0626598	0.0816011	0.145536	0.0359271	0.0557472	0.063055	0.107218	0.755722	0.43945
1477010447000000	18.9198	7.26851	4.87708	0.980719	0.362091	lidar	3.25816	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299	0.0611999	0.0758	0.147058	0.0345566	0.0552355	0.0633545	0.106683	0.751294	0.43705
1477010447050000	19.0133	7.46543	4.79349	1.01203	0.37819	radar	4.24965	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737	0.0630748	0.081395	0.14641	0.0358229	0.0556603	0.0632379	0.106092	0.746786	0.434899
1477010447100000	19.1075	7.72644	4.8366	1.05248	0.397478	lidar	1.77865	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098	0.0614749	0.0755834	0.147666	0.0344812	0.0551762	0.0629298	0.10581	0.742305	0.432435
1477010447150000	19.2279	7.93274	4.83586	1.0701	0.395142	radar	0.20603	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017	0.0633722	0.0810338	0.147957	0.0355901	0.05543	0.0626643	0.105445	0.737941	0.430046
1477010447200000	19.307	8.1521	4.8185	1.10049	0.404736	lidar	1.64975	19.132	8.12845	19.3028	8.08329	2.12266	4.40842	0.0617906	0.0752678	0.148835	0.0342971	0.0550027	0.0622963	0.105088	0.733617	0.427684
1477010447250000	19.4057	8.36218	4.81971	1.11985	0.402382	radar	2.26398	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445	0.063748	0.0806497	0.149555	0.0353239	0.0551795	0.0619331	0.104658	0.729399	0.425376
1477010447300000	19.4948	8.52032	4.7358	1.1307	0.394317	lidar	3.63884	19.347	8.30741	19.5042	8.5289	1.90381	4.49819	0.0621106	0.0749296	0.150044	0.0340865	0.0548145	0.0615845	0.104058	0.725298	0.423544
1477010447350000	19.5869	8.72748	4.70847	1.15225	0.397509	radar	0.568839	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956	0.0641266	0.0802475	0.150837	0.035124	0.0550169	0.0612423	0.103507	0.721282	0.421892
1477010447400000	19.739	8.91344	4.70611	1.14937	0.377247	lidar	3.86253	20.0039	8.8906	19.6835	8.983	1.67841	4.57848	0.0623451	0.0745877	0.151004	0.0339519	0.0547096	0.0611812	0.103187	0.717695	0.420594
1477010447450000	19.8157	9.13197	4.6757	1.17703	0.387912	radar	1.02772	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488	0.0644479	0.0798827	0.151746	0.0350048	0.0549339	0.0610786	0.102967	0.71411	0.419421
1477010447500000	19.9415	9.36235	4.71569	1.18801	0.380377	lidar	2.9182	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869	0.0625908	0.0743028	0.151664	0.0338805	0.0546629	0.0616702	0.102762	0.710939	0.4181
1477010447550000	19.9931	9.57811	4.65209	1.22202	0.398744	radar	2.83318	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984	0.064767	0.0795493	0.152783	0.0348539	0.054802	0.0619535	0.102731	0.707587	0.417059
1477010447600000	20.0795	9.8198	4.68687	1.24338	0.399961	lidar	0.741418	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826	0.0628643	0.0739992	0.152433	0.0337759	0.0545717	0.0626064	0.102631	0.704447	0.415757
1477010447650000	20.1412	10.0663	4.72416	1.26951	0.403909	radar	7.19647	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389	0.0650788	0.0791462	0.154168	0.0346296	0.0545894	0.063315	0.102438	0.70143	0.414176
1477010447700000	20.1916	10.3373	4.77698	1.30274	0.415353	lidar	1.07845	20.166	10.4687	20.0818	10.3863	0.968259	4.75666	0.063211	0.0736681	0.153492	0.033599	0.0544089	0.0639821	0.102021	0.698393	0.412278
1477010447750000	20.2149	10.565	4.724	1.34005	0.435023	radar	3.43991	19.6775	10.803	20.1271	10.6247	0.845742	4.77652	0.0655035	0.0787481	0.155895	0.0342508	0.054226	0.0642761	0.101671	0.695159	0.410526
1477010447800000	20.2732	10.841	4.79006	1.36693	0.439408	lidar	2.0818	20.371	11.0109	20.1663	10.864	0.722256	4.7934	0.0635927	0.073275	0.154821	0.0332807	0.0541196	0.0648577	0.101173	0.692023	0.408537
1477010447850000	20.3039	11.0937	4.8104	1.39612	0.445553	radar	5.02547	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727	0.0659341	0.0782463	0.157858	0.0337673	0.0537912	0.0653849	0.100661	0.688903	0.406509
1477010447900000	20.3371	11.3365	4.81641	1.42103	0.447845	lidar	0.0336593	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807	0.064027	0.0728608	0.156341	0.0328666	0.0537696	0.0660037	0.100155	0.68586	0.40449
1477010447950000	20.2976	11.5716	4.73135	1.47809	0.489341	radar	12.5912	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575	0.0664416	0.0777505	0.159776	0.0332298	0.053346	0.0658701	0.0996632	0.682483	0.402626
1477010448000000	20.3636	11.8217	4.76433	1.48926	0.477619	lidar	4.03532	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027	0.0643945	0.0723729	0.157827	0.0324234	0.0534233	0.0663371	0.0991703	0.679301	0.40071
1477010448050000	20.3843	12.0568	4.78734	1.50574	0.465798	radar	3.0705	19.966	11.9688	20.2687	12.0692	0.093487	4.83159	0.0668382	0.0771333	0.161819	0.0326657	0.0529093	0.0669966	0.0986906	0.676306	0.398777
1477010448100000	20.3723	12.346	4.85648	1.54228	0.477056	lidar	1.4903	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968	0.0647364	0.0719626	0.15942	0.0319592	0.0530835	0.0674262	0.0982715	0.673229	0.396844
1477010448150000	20.3314	12.5771	4.79352	1.5893	0.506403	radar	4.49187	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451	0.067274	0.0766481	0.163723	0.0320433	0.0524352	0.0674141	0.0978283	0.670023	0.394944
1477010448200000	20.3523	12.8237	4.80715	1.60597	0.498845	lidar	1.35949	20.498	12.8924	20.254	12.7933	-0.28939	4.81605	0.0651135	0.0714949	0.160893	0.0314409	0.0527092	0.067775	0.0974066	0.666928	0.393061
1477010448250000	20.3405	13.052	4.77804	1.63327	0.503942	radar	2.2198	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428	0.0676913	0.0760675	0.165602	0.0314417	0.0520124	0.0682094	0.0969621	0.663875	0.391217
1477010448300000	20.3051	13.2702	4.74785	1.66286	0.507876	lidar	1.17824	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918	0.0654149	0.0710746	0.162357	0.0309535	0.0523831	0.0684807	0.0965085	0.66085	0.38943
1477010448350000	20.2667	13.5021	4.74188	1.69243	0.511504	radar	1.35438	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072	0.0680426	0.0755533	0.16733	0.030906	0.0516677	0.0686517	0.0960663	0.65785	0.387672
1477010448400000	20.2433	13.7657	4.78474	1.71655	0.51004	lidar	1.16503	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892	0.0656701	0.0706668	0.163707	0.0305364	0.0521268	0.0689833	0.095635	0.654904	0.385892
1477010448450000	20.1903	13.99	4.75449	1.7511	0.522235	radar	1.25461	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374	0.0683826	0.0750556	0.168918	0.0303714	0.0513115	0.0691868	0.0951996	0.65196	0.384159
1477010448500000	20.1336	14.2495	4.79563	1.78147	0.525696	lidar	0.455657	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521	0.0659538	0.0702685	0.164939	0.0301121	0.0518526	0.0693076	0.0948022	0.649036	0.382425
1477010448550000	20.0628	14.4757	4.7842	1.81459	0.532807	radar	1.60278	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331	0.0687136	0.074547	0.170492	0.029819	0.0509316	0.0692844	0.094394	0.646137	0.380719
1477010448600000	19.9551	14.7338	4.83481	1.85664	0.545768	lidar	1.82511	19.781	14.773	19.934	14.6897	-1.30687	4.62805	0.0662439	0.0698579	0.166177	0.0296709	0.0515559	0.0690058	0.094067	0.643293	0.379032
